time,mv,relative humidity,temperature,NO ppb
6/14/2023 3:08,1443.55,87,27,0.8
6/14/2023 4:10,1500.51,88,26.8,1
6/14/2023 5:11,1486.68,92,26.4,1.1
6/14/2023 6:13,1459.56,93,26.6,3.3
6/14/2023 7:00,1248.73,88,27.4,3.3
6/14/2023 8:02,1223.15,95,25.9,2.3
6/14/2023 9:05,881.22,91,27.3,6.4
6/14/2023 10:07,461.28,86,28.1,4
6/14/2023 11:09,80.89,81,29.1,2.6
6/14/2023 12:11,36.14,77,29.9,1.4
6/14/2023 13:13,27.77,77,30.3,x
6/14/2023 14:15,32.83,77,30.3,1.2
6/14/2023 15:01,30.15,77,30,1.2
6/14/2023 16:03,29.88,78,29.5,1.1
6/14/2023 17:04,31.22,79,29.4,1.1
6/14/2023 18:07,29.58,81,29,0.9
6/14/2023 19:09,30.49,82,28.6,1
6/14/2023 20:11,28.33,82,28.3,1
6/14/2023 21:14,24.41,81,27.6,0.9
6/14/2023 22:00,25.61,82,27.1,0.8
6/14/2023 23:02,27.32,84,26.8,0.8
6/15/2023 0:04,26.08,84,27,0.8
6/15/2023 1:06,33.07,85,26.8,0.3
6/15/2023 2:07,30.01,85,26.7,0.4
6/15/2023 3:09,30.41,86,26.6,0.5
6/15/2023 4:10,30.63,86,26.6,0.4
6/15/2023 5:12,30.75,87,26.3,0.7
6/15/2023 6:13,31.82,86,26.8,2.1
6/15/2023 7:00,34.85,85,27.4,7.3
6/15/2023 8:01,35.97,77,28.7,6
6/15/2023 9:03,36.57,65,29.8,1.9
6/15/2023 10:05,32.93,63,30,1.1
6/15/2023 11:07,28.88,65,30.1,1.3
6/15/2023 12:09,22.99,68,30.1,1.1
6/15/2023 13:10,29.77,67,30.3,1
6/15/2023 14:12,11.65,92,26.8,1.1
6/15/2023 15:13,21.84,90,27.3,1.1
6/15/2023 16:01,18.88,88,27.3,0.9
6/15/2023 17:02,26.94,84,28.1,0.8
6/15/2023 18:04,25.92,84,28,0.5
6/15/2023 19:08,20.81,90,26.9,0.6
6/15/2023 20:10,13.7,88,27,0.4
6/15/2023 21:12,27.03,91,26.7,0.5
6/15/2023 22:00,26.53,95,26.1,0.6
6/15/2023 23:01,21.3,94,26.3,0.5
6/16/2023 0:03,21.9,94,26.4,0.4
6/16/2023 1:04,23.28,96,26.1,1.2
6/16/2023 2:06,10.93,97,24.9,1.1
6/16/2023 3:08,6.37,95,25.2,1.2
6/16/2023 4:09,5.73,93,25.5,1.2
6/16/2023 5:11,6.37,96,25.4,1.4
6/16/2023 6:12,10.75,96,25.4,2.6
6/16/2023 7:14,20.16,91,26.3,4.8
6/16/2023 8:00,29.22,85,27.7,7.2
6/16/2023 9:02,134.57,75,29.6,4.5
6/16/2023 10:03,35.79,66,30.6,3.2
6/16/2023 11:05,31.97,63,31,1.9
6/16/2023 12:08,27.69,63,31.3,1.5
6/16/2023 13:10,10.75,64,31,1.5
6/16/2023 14:11,9.01,62,31.3,1.9
6/16/2023 15:13,31.58,67,31,1.5
6/16/2023 16:14,19.52,77,30,2.5
6/16/2023 17:00,21.89,76,30,2.6
6/16/2023 18:02,22.74,77,29.8,2
6/16/2023 19:03,21.79,76,29.7,1.6
6/16/2023 20:05,24.98,78,29.4,1.6
6/16/2023 21:07,34.66,81,28.9,4
6/16/2023 22:10,32.46,82,28.7,2.3
6/16/2023 23:12,33.12,84,28.1,1.8
6/17/2023 0:14,31.91,84,27.9,1.4
6/17/2023 1:01,31.15,85,27.8,0.9
6/17/2023 2:03,29.95,88,27.1,1
6/17/2023 3:05,11.33,87,27.3,0.8
6/17/2023 4:07,11.35,88,27.2,1.3
6/17/2023 5:08,11.33,93,26.5,1.8
6/17/2023 6:10,11.92,96,26.3,3.4
6/17/2023 7:12,218.28,98,26.1,10.8
6/17/2023 8:14,36.35,95,26.7,14.5
6/17/2023 9:01,37.43,90,27.3,12.9
6/17/2023 10:03,35.52,84,28.7,8.7
6/17/2023 11:05,49.57,74,30.5,4.1
6/17/2023 12:06,188.2,70,30.9,1.8
6/17/2023 13:08,32.2,68,31.4,1.6
6/17/2023 14:10,88.56,63,32.2,1.5
6/17/2023 15:11,33.57,79,29.3,1.2
6/17/2023 16:12,11.29,86,27.3,3.5
6/17/2023 17:14,12.71,84,27.8,6.4
6/17/2023 18:00,16.44,85,28.2,7.4
6/17/2023 19:02,12.93,87,27.5,12.4
6/17/2023 20:04,806.21,86,27.5,10.3
6/17/2023 21:05,151.14,86,27.9,13.6
6/17/2023 22:07,64.25,88,27.4,16.3
6/17/2023 23:09,40.8,89,27.4,15.7
6/18/2023 0:11,165.11,90,27.1,11.4
6/18/2023 1:12,38.3,89,27.1,7.8
6/18/2023 2:14,575.13,89,26.9,3.6
6/18/2023 3:00,258.09,88,26.8,1.7
6/18/2023 4:02,200.12,87,26.8,1.3
6/18/2023 5:03,37.27,86,27,2.1
6/18/2023 6:06,37.81,84,27.5,4
6/18/2023 7:07,36.54,84,28.4,4.1
6/18/2023 8:08,33.83,82,29.2,2.4
6/18/2023 9:10,37.99,79,30.1,2.1
6/18/2023 10:12,34.11,74,31,1.8
6/18/2023 11:14,35.16,62,32.6,1.5
6/18/2023 12:00,43.9,61,32.6,1
6/18/2023 13:02,30.51,66,32.2,0.8
6/18/2023 14:03,25.48,69,32.2,0.7
6/18/2023 15:05,25.94,66,32.5,1
6/18/2023 16:06,32.41,60,31.8,1.4
6/18/2023 17:08,31.02,59,30.3,1.4
6/18/2023 18:09,30.33,63,29.8,1.3
6/18/2023 19:11,33.59,70,29,1.4
6/18/2023 20:13,32.19,74,28.6,1.5
6/18/2023 21:00,31.64,79,28,1.4
6/18/2023 22:01,33.16,81,27.7,1.1
6/18/2023 23:03,32.38,82,27.5,0.7
6/19/2023 0:05,34.3,83,26.9,0.6
6/19/2023 1:07,33.38,84,26.6,0.8
6/19/2023 2:08,34.69,84,26.5,0.7
6/19/2023 3:10,33.78,82,26.6,0.6
6/19/2023 4:12,34.04,83,26.1,1.2
6/19/2023 5:14,35.86,83,26,4.4
6/19/2023 6:00,35.71,81,26.9,8.7
6/19/2023 7:01,35.13,72,28.9,7.8
6/19/2023 8:03,31.38,68,29.9,3.9
6/19/2023 9:05,38.07,63,31.2,2.8
6/19/2023 10:07,38.54,58,31.9,1.8
